ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
9909,360000.0,2,2,1,35,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,3602.0,1197.0,0.0,0.0,0.0,3602.0,1197.0,0.0,474.0
5786,60000.0,1,2,2,26,2,2,2,2,0,0,61103.0,61380.0,62158.0,120142.0,60428.0,58192.0,3000.0,2746.0,0.0,2297.0,1875.0,1158.0
11541,100000.0,1,1,1,44,0,0,-2,-2,-2,-2,48850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15765,70000.0,2,3,2,24,0,0,0,0,0,0,5633.0,6646.0,7665.0,8836.0,9532.0,9730.0,1114.0,1133.0,1304.0,1000.0,351.0,2523.0
16328,180000.0,2,1,1,49,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27478,300000.0,1,2,1,51,1,2,0,0,0,2,198235.0,193548.0,198422.0,204116.0,214691.0,218101.0,0.0,8000.0,9000.0,15500.0,7000.0,10000.0
24447,360000.0,1,1,1,39,-1,-1,-1,-1,-1,0,30956.0,30814.0,42791.0,31830.0,30693.0,596.0,30818.0,42887.0,31839.0,30693.0,3.0,30899.0
359,110000.0,2,4,2,24,0,0,0,0,0,0,83755.0,77431.0,79044.0,80631.0,82333.0,84462.0,3000.0,2900.0,2900.0,3000.0,3500.0,4000.0
18297,20000.0,2,3,1,31,1,2,0,0,0,0,15903.0,15350.0,16438.0,17250.0,17601.0,17982.0,0.0,1343.0,1155.0,506.0,538.0,600.0
28123,300000.0,2,1,1,37,0,-1,-1,-1,-2,-1,4476.0,2521.0,3529.0,-5364.0,-8943.0,4057.0,3017.0,4506.0,0.0,0.0,14000.0,12000.0
27067,210000.0,1,3,1,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25825,170000.0,2,1,1,31,0,0,-2,-2,-2,-2,6832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28805,360000.0,2,1,1,36,1,-2,-2,-2,-2,-2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
7606,390000.0,2,2,1,39,-1,-1,-1,-1,-1,0,827.0,827.0,827.0,1036.0,15209.0,15156.0,827.0,827.0,1036.0,15000.0,1000.0,1000.0
5495,280000.0,1,1,1,34,0,0,0,0,0,0,212968.0,312960.0,373419.0,232919.0,228387.0,235187.0,237000.0,150000.0,10000.0,150000.0,10572.0,7313.0
8084,220000.0,1,1,1,36,-1,-1,-1,-1,0,-1,16783.0,4861.0,2267.0,1350.0,925.0,11597.0,4880.0,2267.0,1350.0,0.0,11597.0,178577.0
1542,50000.0,1,3,2,22,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14715,50000.0,2,3,1,33,0,0,0,0,0,0,39847.0,37561.0,36725.0,35346.0,33810.0,32788.0,1719.0,1783.0,1200.0,1200.0,1500.0,1000.0
17578,240000.0,2,1,2,31,0,0,-2,-2,-2,-1,43601.0,-15.0,-15.0,-15.0,-15.0,1185.0,0.0,0.0,0.0,0.0,1200.0,0.0
13774,240000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,1749.0,1087.0,3503.0,1003.0,1003.0,1003.0,1099.0,6430.0,1003.0,1003.0,1003.0,203.0
24927,50000.0,1,2,2,44,1,2,0,0,0,0,15323.0,14780.0,15889.0,16650.0,18535.0,18924.0,0.0,1354.0,1115.0,2000.0,520.0,600.0
19584,360000.0,2,2,1,36,0,0,0,0,0,0,16557.0,18369.0,20067.0,48307.0,12918.0,12375.0,3000.0,2000.0,29079.0,1066.0,1000.0,1000.0
4239,70000.0,2,2,1,29,0,0,0,0,0,0,1929.0,2948.0,3960.0,4038.0,4123.0,4264.0,1054.0,1066.0,144.0,150.0,210.0,500.0
20100,80000.0,2,2,1,42,0,0,0,0,0,2,18172.0,19559.0,20437.0,26591.0,28350.0,27758.0,2000.0,1500.0,6500.0,2200.0,0.0,1100.0
25981,320000.0,2,2,1,44,-2,-2,-2,-2,-2,-2,-6.0,650.0,2849.0,1060.0,3667.0,1627.0,656.0,2849.0,1060.0,3667.0,1627.0,1102.0
5233,50000.0,1,2,1,35,1,2,0,0,0,2,29273.0,29504.0,32007.0,34474.0,37905.0,38131.0,1000.0,3000.0,3000.0,4000.0,1000.0,10000.0
5553,10000.0,1,2,2,27,1,-1,0,0,0,0,-2000.0,2475.0,4428.0,6368.0,9046.0,10000.0,4475.0,2000.0,2000.0,2780.0,2000.0,0.0
14006,500000.0,1,1,1,35,0,0,0,0,2,0,143839.0,117883.0,100809.0,104716.0,101568.0,92150.0,4844.0,5095.0,7229.0,0.0,2843.0,1200.0
810,160000.0,2,2,0,37,0,0,0,0,0,0,2694.0,38433.0,38870.0,28574.0,27268.0,28021.0,35888.0,1325.0,891.0,1000.0,1098.0,426.0
11502,50000.0,2,2,1,24,0,0,0,0,0,2,42120.0,41444.0,33933.0,28945.0,28131.0,27531.0,1921.0,1490.0,1148.0,2370.0,0.0,1179.0
22399,380000.0,2,1,2,27,-1,0,0,0,0,0,119628.0,36965.0,32932.0,37368.0,35543.0,36756.0,3250.0,6200.0,5000.0,1543.0,1776.0,1483.0
1930,470000.0,1,2,1,49,0,0,0,0,0,0,169260.0,161760.0,154424.0,147137.0,138240.0,125866.0,6600.0,6170.0,5100.0,4726.0,4555.0,4375.0
24879,20000.0,1,1,2,30,-1,-1,3,2,0,0,323.0,24910.0,22469.0,21780.0,20363.0,20199.0,26703.0,0.0,0.0,1000.0,800.0,1000.0
18980,200000.0,2,2,2,32,-1,-1,2,-1,0,-1,2261.0,298.0,298.0,13764.0,5290.0,924.0,298.0,0.0,13764.0,0.0,924.0,6635.0
27218,10000.0,1,3,2,42,1,2,2,2,0,0,8090.0,6339.0,8623.0,5885.0,4417.0,5190.0,0.0,2586.0,0.0,1000.0,1000.0,345.0
22255,220000.0,2,1,2,29,-2,-2,-2,-1,0,0,2848.0,7146.0,4690.0,16331.0,77894.0,2576.0,7181.0,4714.0,16493.0,97910.0,0.0,4862.0
25693,360000.0,2,3,2,46,-1,-1,-1,-1,-1,-1,15219.0,26544.0,36301.0,45883.0,16789.0,6159.0,26796.0,36582.0,46112.0,16873.0,6190.0,22167.0
2925,50000.0,2,2,2,42,0,0,0,0,-1,-1,50221.0,49664.0,49611.0,2190.0,19769.0,19335.0,2215.0,1462.0,248.0,20787.0,21402.0,522.0
13787,280000.0,2,1,2,35,0,0,0,0,0,0,211645.0,213513.0,106539.0,106361.0,108590.0,110915.0,6445.0,5245.0,3800.0,3881.0,4069.0,4035.0
18749,60000.0,2,2,2,26,2,2,2,2,2,2,60455.0,61417.0,60906.0,45734.0,40629.0,41137.0,3200.0,2400.0,12.0,3200.0,1619.0,0.0
16571,20000.0,1,2,2,23,-1,-1,0,-1,0,-1,4584.0,4005.0,5677.0,688.0,1688.0,61.0,4005.0,4078.0,1237.0,1000.0,61.0,0.0
20052,300000.0,2,1,1,39,-2,-2,-2,-2,-2,-2,2973.0,2694.0,7270.0,2970.0,2359.0,8492.0,2702.0,7286.0,2978.0,2369.0,10011.0,7259.0
20641,50000.0,1,2,1,38,0,0,0,0,0,0,16486.0,17800.0,18546.0,19476.0,18694.0,19427.0,1592.0,1338.0,1268.0,636.0,1000.0,722.0
29583,20000.0,1,2,1,48,0,0,0,0,-2,-2,18401.0,19784.0,20650.0,0.0,0.0,0.0,2000.0,1650.0,0.0,0.0,0.0,0.0
82,360000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0
18727,200000.0,2,2,2,29,-1,-1,-1,-1,-2,-2,9283.0,0.0,780.0,2220.0,0.0,0.0,0.0,780.0,2220.0,0.0,0.0,8893.0
10569,350000.0,2,2,1,33,-1,-1,-2,-2,-2,-1,598.0,0.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,0.0,687.0,18296.0
18981,80000.0,2,2,2,32,-2,-2,-2,-2,-2,-2,3459.0,3789.0,3459.0,528.0,6918.0,0.0,3789.0,3459.0,528.0,6918.0,0.0,0.0
2774,90000.0,1,3,1,46,-1,2,-1,-1,-1,-1,1651.0,390.0,390.0,390.0,1848.0,930.0,0.0,390.0,1950.0,1848.0,1710.0,0.0
28607,100000.0,2,2,1,41,-1,-1,-1,-1,-1,0,621.0,0.0,368.0,0.0,1900.0,1900.0,0.0,368.0,0.0,1900.0,0.0,1145.0
21863,200000.0,2,1,2,27,0,0,0,0,0,0,201202.0,202252.0,195276.0,167209.0,144232.0,137271.0,15200.0,9600.0,9503.0,5148.0,4968.0,4930.0
29588,20000.0,1,2,2,33,0,0,0,0,0,0,13479.0,14944.0,16392.0,17789.0,18238.0,17638.0,2000.0,2000.0,2000.0,1000.0,800.0,700.0
10920,500000.0,2,1,2,43,-2,-2,-2,-2,-2,-2,274261.0,209672.0,179618.0,152069.0,110763.0,69267.0,11375.0,5066.0,5145.0,5145.0,5117.0,5086.0
5562,50000.0,1,2,1,33,0,0,0,0,0,0,21460.0,12570.0,13530.0,14876.0,14157.0,18888.0,1300.0,1200.0,5000.0,1000.0,5000.0,8000.0
3853,50000.0,1,3,1,48,-1,-1,-1,-1,-1,-1,1058.0,1726.0,390.0,390.0,390.0,390.0,1726.0,390.0,390.0,390.0,390.0,390.0
7345,100000.0,2,3,2,50,0,0,2,0,0,0,84027.0,88734.0,86369.0,89994.0,89681.0,89849.0,7500.0,0.0,5001.0,3390.0,4000.0,10000.0
23018,300000.0,2,2,2,43,0,0,0,0,0,2,36062.0,37055.0,38354.0,39634.0,21597.0,481.0,1897.0,2196.0,2476.0,3439.0,0.0,1248.0
17716,500000.0,2,1,1,50,0,0,0,0,0,0,378981.0,372392.0,353719.0,348365.0,306196.0,303114.0,20002.0,16023.0,13009.0,10008.0,10000.0,20004.0
13951,400000.0,1,2,2,44,0,0,0,0,0,0,6902.0,7904.0,7566.0,7716.0,7722.0,7890.0,1216.0,1213.0,363.0,219.0,234.0,159.0
10941,270000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,3291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16082,100000.0,2,2,2,31,0,0,0,0,0,0,71171.0,72613.0,74105.0,75617.0,77150.0,78953.0,1746.0,1792.0,1828.0,1855.0,2121.0,2100.0
10748,310000.0,1,3,1,32,0,0,0,0,0,0,172772.0,152397.0,110375.0,84373.0,57779.0,14163.0,8295.0,6000.0,4000.0,3000.0,1000.0,2000.0
749,150000.0,2,1,2,31,2,-1,-1,-1,-1,-1,390.0,390.0,390.0,4825.0,5202.0,780.0,390.0,390.0,4825.0,5202.0,780.0,0.0
24608,460000.0,1,1,1,37,2,0,0,0,0,0,7121.0,7953.0,8642.0,9151.0,9702.0,9752.0,1273.0,1288.0,1123.0,1000.0,502.0,3000.0
22587,290000.0,2,1,1,34,0,0,0,0,0,0,276365.0,199540.0,191188.0,145089.0,137942.0,116689.0,9263.0,9041.0,7027.0,10088.0,8027.0,10025.0
8431,180000.0,1,1,2,31,2,2,7,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0
10035,270000.0,1,3,1,53,0,0,0,0,0,0,239963.0,224278.0,196747.0,108242.0,72480.0,36440.0,8710.0,8119.0,4500.0,3000.0,2000.0,131904.0
8734,290000.0,2,2,2,29,0,0,0,0,0,0,68652.0,70695.0,71523.0,73099.0,74469.0,76200.0,3149.0,2598.0,2767.0,2702.0,2968.0,2703.0
3095,150000.0,2,1,1,44,-1,-1,-1,-2,-2,-2,1843.0,1367.0,0.0,0.0,0.0,0.0,1367.0,0.0,0.0,0.0,0.0,0.0
21786,90000.0,2,2,2,25,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20558,210000.0,1,2,2,31,0,0,0,0,0,0,30785.0,29242.0,29883.0,30447.0,30803.0,29820.0,1472.0,1509.0,1469.0,1221.0,1100.0,1252.0
14846,110000.0,2,2,1,46,0,0,0,0,0,0,111301.0,69352.0,58442.0,55485.0,53539.0,41193.0,3075.0,3000.0,2000.0,2941.0,1512.0,2040.0
7213,180000.0,1,2,1,43,-1,0,0,0,0,0,4425.0,5546.0,6363.0,7363.0,3723.0,2645.0,1200.0,1000.0,1000.0,1000.0,500.0,1000.0
25953,280000.0,2,1,1,36,-1,0,-1,-1,-1,-1,17951.0,18915.0,7926.0,17965.0,24432.0,10805.0,6094.0,7966.0,18059.0,24554.0,18860.0,17313.0
27422,80000.0,1,2,1,43,0,0,0,0,0,0,78726.0,78837.0,76792.0,61435.0,26516.0,27215.0,3000.0,3000.0,3000.0,1500.0,1500.0,1500.0
20243,20000.0,2,3,2,50,-1,0,0,0,0,0,19681.0,19968.0,19261.0,20184.0,17016.0,15725.0,1313.0,1481.0,1404.0,0.0,0.0,822.0
10442,40000.0,1,2,2,22,-1,-1,-1,0,0,0,900.0,2833.0,9495.0,6965.0,2759.0,0.0,2833.0,9495.0,0.0,0.0,0.0,0.0
29513,50000.0,1,2,1,45,-1,-1,-1,-1,-1,-1,942.0,942.0,942.0,390.0,390.0,390.0,942.0,942.0,390.0,390.0,390.0,0.0
20393,240000.0,1,2,2,25,0,0,0,0,0,0,62946.0,61940.0,61412.0,62771.0,65038.0,67266.0,2212.0,2237.0,5000.0,5000.0,5000.0,3413.0
11317,110000.0,1,3,2,24,0,0,0,0,0,0,78453.0,48208.0,8882.0,47695.0,48461.0,48903.0,1500.0,1900.0,40000.0,2000.0,1800.0,1400.0
5941,60000.0,2,1,2,25,0,0,0,0,0,0,51907.0,52997.0,53559.0,54716.0,54533.0,58085.0,1935.0,2000.0,2000.0,2000.0,6000.0,0.0
12646,230000.0,2,2,1,27,0,0,0,0,0,0,228863.0,227814.0,218694.0,191956.0,191741.0,176784.0,8862.0,8933.0,6956.0,7845.0,6784.0,7471.0
23939,70000.0,1,2,2,27,2,2,2,2,2,2,29193.0,30214.0,31130.0,31622.0,32102.0,32742.0,1800.0,1700.0,1300.0,1300.0,1300.0,1300.0
15050,300000.0,1,2,2,38,1,-1,0,0,0,0,5256.0,2491.0,3523.0,6355.0,5055.0,-445.0,4000.0,2000.0,3000.0,0.0,0.0,0.0
208,210000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,3088.0,1586.0,343.0,3763.0,877.0,0.0,1586.0,343.0,3763.0,877.0,0.0,419.0
7515,150000.0,2,2,2,28,0,-1,0,-1,-1,-2,12272.0,4447.0,5228.0,1623.0,0.0,0.0,4447.0,1000.0,1623.0,0.0,0.0,0.0
4639,50000.0,1,1,1,44,0,0,0,0,-2,-2,35145.0,36275.0,37150.0,0.0,0.0,0.0,2000.0,1871.0,0.0,0.0,0.0,0.0
14777,180000.0,1,2,2,43,0,0,0,0,0,0,106765.0,99297.0,69691.0,71234.0,72930.0,75734.0,10000.0,5000.0,2703.0,3000.0,4013.0,10000.0
14861,80000.0,2,3,1,34,2,3,2,2,2,0,78489.0,76697.0,74847.0,79620.0,78257.0,79953.0,0.0,0.0,6000.0,0.0,3200.0,3000.0
23565,110000.0,2,2,2,36,2,2,-2,-2,-2,-2,112900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7676,130000.0,2,3,1,38,0,0,0,0,0,0,100443.0,95794.0,92765.0,48481.0,47779.0,42362.0,3516.0,4112.0,2007.0,2516.0,1119.0,1016.0
26017,200000.0,2,1,1,39,-1,-1,-1,-1,0,0,11399.0,395.0,5094.0,9204.0,9403.0,4602.0,400.0,9500.0,9250.0,5000.0,0.0,5000.0
5491,290000.0,1,1,2,41,0,0,0,0,0,0,255049.0,247090.0,242309.0,238609.0,238712.0,237847.0,9006.0,8507.0,10902.0,8600.0,8671.0,8210.0
17479,240000.0,2,1,1,35,-1,-1,-1,-1,-1,-1,380.0,380.0,380.0,380.0,0.0,380.0,380.0,380.0,380.0,0.0,380.0,760.0
10876,400000.0,1,1,1,40,-1,-1,-2,-1,-1,-2,4750.0,0.0,0.0,2827.0,0.0,0.0,0.0,0.0,2827.0,0.0,0.0,3347.0
7044,50000.0,1,1,2,24,0,0,0,0,0,2,42509.0,43565.0,44530.0,40206.0,46538.0,47311.0,2041.0,2006.0,1632.0,7177.0,1701.0,0.0
27907,310000.0,2,1,2,28,-1,-1,2,-1,-1,-1,18877.0,18379.0,10327.0,17252.0,9917.0,33776.0,18417.0,48.0,17337.0,9965.0,33826.0,116.0
19583,80000.0,2,2,2,44,0,0,0,0,-1,-1,22771.0,17047.0,11885.0,8254.0,5144.0,15365.0,1239.0,1435.0,1350.0,5144.0,15365.0,2250.0
21871,170000.0,2,2,2,24,-1,-1,-1,-1,0,-1,1471.0,6040.0,1471.0,3398.0,1929.0,11966.0,6040.0,1471.0,3398.0,2.0,11966.0,10051.0
24133,50000.0,1,2,2,29,1,2,2,2,2,2,38916.0,37990.0,42382.0,43190.0,42198.0,46572.0,0.0,5000.0,1800.0,0.0,5232.0,1800.0
4311,140000.0,2,2,1,49,-1,-1,-2,-2,-2,-1,2457.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,579.0,1968.0
24216,270000.0,1,1,2,29,-1,-1,0,0,0,0,1576.0,199973.0,192008.0,166364.0,141918.0,141984.0,199973.0,8000.0,7800.0,5000.0,5500.0,5000.0
8337,270000.0,2,2,2,39,0,0,0,0,0,0,116168.0,118661.0,121106.0,118269.0,120737.0,123227.0,4173.0,4275.0,4054.0,4191.0,4302.0,4567.0
21293,140000.0,1,2,1,52,1,2,0,0,2,0,31511.0,30705.0,31809.0,34374.0,33522.0,34481.0,0.0,1600.0,3100.0,0.0,1500.0,1500.0
9878,320000.0,1,1,2,35,0,0,0,0,0,0,164511.0,177809.0,155421.0,166507.0,170930.0,171359.0,15000.0,34000.0,12000.0,5000.0,81000.0,4100.0
18277,200000.0,1,2,1,55,0,0,0,0,0,2,184505.0,182475.0,180103.0,180647.0,76236.0,71415.0,8000.0,7512.0,8034.0,5600.0,0.0,2700.0
15732,220000.0,1,1,1,42,-1,-1,-1,-1,0,-1,2358.0,156.0,0.0,50510.0,2202.0,4533.0,156.0,0.0,50510.0,0.0,5131.0,0.0
22809,80000.0,2,2,2,31,0,0,0,-1,-1,-1,28788.0,27620.0,26352.0,939.0,2202.0,1369.0,8000.0,1000.0,939.0,2202.0,1369.0,4827.0
25259,80000.0,2,1,2,23,-1,-1,-1,-1,-1,-1,740.0,8956.0,836.0,836.0,836.0,836.0,9052.0,836.0,836.0,836.0,836.0,3590.0
21827,260000.0,2,1,2,26,0,0,0,0,0,0,145165.0,149173.0,142730.0,148307.0,152375.0,158435.0,6500.0,7000.0,8000.0,6500.0,8500.0,5600.0
22317,350000.0,2,1,2,31,-1,2,-1,-1,-1,-1,403.0,403.0,1351.0,4656.0,0.0,1190.0,0.0,1351.0,4677.0,0.0,1190.0,150.0
7236,20000.0,2,2,2,53,0,0,0,0,0,0,8847.0,10202.0,11227.0,11145.0,11381.0,12191.0,1500.0,1500.0,400.0,416.0,1002.0,0.0
18534,360000.0,2,2,2,27,-2,-2,-2,-2,-2,-2,1189.0,-11.0,-11.0,-11.0,-11.0,2339.0,0.0,0.0,0.0,0.0,2350.0,766.0
28540,230000.0,2,2,1,30,0,-1,-1,-1,0,0,8685.0,1079.0,2923.0,25916.0,4219.0,7903.0,1079.0,3000.0,25916.0,2219.0,4000.0,6000.0
13493,20000.0,2,1,1,58,0,0,0,0,0,0,17241.0,18463.0,19640.0,19114.0,18679.0,15000.0,1500.0,1626.0,100.0,600.0,300.0,0.0
4396,50000.0,2,1,2,23,-1,-1,-1,0,0,-1,1413.0,-60.0,550.0,390.0,0.0,780.0,0.0,1000.0,230.0,0.0,780.0,0.0
17886,50000.0,1,1,2,26,0,0,0,0,0,0,48924.0,48593.0,49459.0,50160.0,49244.0,50531.0,2200.0,2200.0,1890.0,2000.0,2000.0,1800.0
13560,80000.0,1,3,1,65,0,0,0,-1,-1,-1,25043.0,17472.0,8922.0,3932.0,2900.0,0.0,1374.0,1026.0,3944.0,3208.0,0.0,0.0
3514,70000.0,2,2,1,41,0,0,0,0,0,-1,6017.0,8798.0,3810.0,2790.0,0.0,4513.0,3000.0,1500.0,0.0,0.0,4513.0,0.0
20734,50000.0,1,2,1,41,1,4,3,2,2,2,32141.0,31350.0,30575.0,29784.0,31288.0,32634.0,0.0,0.0,0.0,2000.0,2000.0,0.0
20063,500000.0,2,1,1,37,-2,-2,-2,-2,-2,-2,16801.0,14782.0,23095.0,49379.0,35313.0,23024.0,14805.0,23111.0,49397.0,35313.0,23856.0,27740.0
396,140000.0,2,1,2,27,0,0,0,0,0,0,142428.0,144105.0,143952.0,142590.0,142650.0,142620.0,10000.0,10000.0,6000.0,6000.0,6000.0,5600.0
16655,10000.0,1,2,2,30,0,-1,0,-1,-1,-1,1473.0,3236.0,4790.0,390.0,0.0,780.0,3236.0,2000.0,390.0,0.0,780.0,0.0
19302,500000.0,2,2,2,39,0,0,0,0,0,0,491395.0,464318.0,477183.0,496400.0,505473.0,474459.0,25799.0,35530.0,31376.0,70000.0,17670.0,20000.0
22704,240000.0,2,2,2,31,0,0,0,0,2,2,173628.0,177556.0,179549.0,225556.0,219642.0,232652.0,8000.0,7000.0,50000.0,0.0,16302.0,0.0
19710,80000.0,2,2,1,34,0,0,-1,-1,0,0,8413.0,4942.0,989.0,2799.0,2818.0,3638.0,1029.0,1225.0,2799.0,2000.0,2000.0,2000.0
29620,30000.0,1,3,1,44,1,2,2,2,0,0,19397.0,18659.0,22544.0,21889.0,22721.0,23401.0,1500.0,4500.0,0.0,1500.0,1200.0,2000.0
14336,390000.0,1,1,2,41,-1,-1,-1,-1,-1,-1,6782.0,1466.0,3273.0,6965.0,4893.0,7777.0,1466.0,3273.0,6965.0,4893.0,7777.0,7271.0
18356,200000.0,2,1,2,24,-2,-2,-2,-2,-2,-2,675.0,1053.0,0.0,500.0,2057.0,23322.0,1053.0,0.0,500.0,2057.0,23322.0,4299.0
1076,100000.0,1,3,2,47,0,0,0,0,0,0,94925.0,95130.0,60003.0,38500.0,4681.0,76728.0,3889.0,2412.0,1698.0,679.0,72809.0,2748.0
825,40000.0,1,1,2,27,0,0,0,0,0,0,11058.0,11471.0,11776.0,12660.0,12660.0,12413.0,2000.0,1500.0,2330.0,2300.0,1000.0,2078.0
5201,60000.0,2,1,2,34,0,0,0,0,0,0,55447.0,48270.0,41087.0,25518.0,26276.0,27012.0,2178.0,1511.0,1200.0,1300.0,1300.0,1252.0
16966,140000.0,1,1,1,56,-1,-1,-1,-1,-1,-1,1862.0,7465.0,1744.0,1700.0,1700.0,4584.0,7465.0,1744.0,1700.0,1700.0,4584.0,1550.0
23831,270000.0,2,2,1,51,-1,-1,-1,0,-1,-1,7582.0,10392.0,11088.0,6045.0,750.0,4003.0,10392.0,11586.0,6013.0,750.0,4003.0,5000.0
606,50000.0,1,1,2,34,1,2,2,2,2,2,22746.0,22099.0,24121.0,23437.0,25101.0,24549.0,0.0,2700.0,0.0,2200.0,0.0,1030.0
10313,200000.0,2,1,2,47,-1,0,-1,-1,-1,-1,8172.0,20004.0,7737.0,8586.0,4291.0,52605.0,20003.0,9189.0,8586.0,4291.0,52605.0,21.0
6875,10000.0,1,1,2,22,0,0,-1,-1,-1,-1,2946.0,0.0,390.0,390.0,390.0,0.0,0.0,390.0,390.0,390.0,0.0,780.0
11206,130000.0,2,3,1,32,-1,-1,-1,0,0,-1,326.0,326.0,4058.0,5732.0,7406.0,4124.0,326.0,4058.0,2000.0,2000.0,4124.0,326.0
21874,130000.0,2,1,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0
6118,80000.0,1,1,2,26,1,1,-2,-2,-2,-2,74384.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
15757,60000.0,2,2,2,22,0,0,0,0,2,2,60434.0,60935.0,56585.0,77520.0,29002.0,30274.0,2141.0,3085.0,3623.0,0.0,3158.0,0.0
16348,220000.0,2,2,2,33,2,2,2,2,0,0,153664.0,156646.0,158994.0,154506.0,126399.0,129357.0,7000.0,6300.0,0.0,5000.0,5000.0,5000.0
